Restaurant_id,Restaurant_name,Location_id,Cuisine,Top_Dishes,Price_for_two,Features,Dining_available,Delivery_available
R7588,Nellai Vasantha Bavan,L060,"['Mithai', ' Street Food']",Invalid,200,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R7589,EVP Carnival Cinemas,L076,['Fast Food'],Invalid,350,['Indoor Seating'],YES,NO
R7590,Swaad Sadan Caters,L096,['South Indian'],Invalid,200,"['Breakfast', 'Home Delivery']",NO,NO
R7591,Yummy Briyaani,L019,['Biryani'],Invalid,250,['Delivery Only'],NO,NO
R7592,Adyar Kausiya Biriyani & Fast Food,L075,"['Chinese', ' Biryani', ' South Indian']",Invalid,300,['Delivery Only'],NO,NO
R7593,Chaat With Us,L063,['Fast Food'],Invalid,200,"['Breakfast', 'Home Delivery']",NO,NO
R7594,Madurai Sri Devar Hotel,L036,"['Chinese', ' South Indian', ' Chettinad']",Invalid,300,['Delivery Only'],NO,NO
R7595,NVR Foods,L019,"['Biryani', ' Chinese']",Invalid,350,['Home Delivery'],NO,NO
R7596,Hotel Rayyan,L096,"['North Indian', ' Chinese', ' Continental', ' Arabian']",Invalid,750,"['Home Delivery', 'Indoor Seating']",YES,NO
R7597,The Madras Greens,L024,['Beverages'],Invalid,200,['Home Delivery'],NO,NO
R7598,Hotel Med Mac,L076,"['Biryani', ' Chinese', ' Chettinad', ' Tamil', ' South Indian', ' Beverages']",Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,NO
R7599,Cake Layers,L068,"['Bakery', ' Fast Food']",Invalid,300,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",YES,NO
R7600,Mishra Paan Shop And Chaat Shop,L071,"['Paan', ' Sandwich', ' Street Food']",Invalid,200,"['Home Delivery', 'Standing Tables']",NO,NO
R7601,Pioneer Catering,L268,"['South Indian', ' North Indian', ' Chinese']",Invalid,400,['Delivery Only'],NO,NO
R7602,Jam Jam Brinji Center,L018,"['Biryani', ' South Indian']",Invalid,200,['Home Delivery'],NO,NO
R7603,Roggers Chicken,L035,['Chinese'],Invalid,550,['Home Delivery'],NO,NO
R7604,Kuberan Kitchen,L033,['South Indian'],Invalid,200,"['Home Delivery', 'Indoor Seating']",YES,NO
R7605,Mugils Restaurant,L033,"['South Indian', ' Chinese', ' Biryani']",Invalid,300,['Home Delivery'],NO,NO
R7606,Dindugal Biriyani,L008,"['Biryani', ' Chinese', ' South Indian', ' North Indian']",Invalid,500,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",YES,NO
R7607,Tower Bistro,L042,"['Fast Food', ' Beverages']",Invalid,300,"['Home Delivery', 'Outdoor Seating']",YES,NO
R7608,SS Arabian Foods,L068,"['Arabian', ' Mughlai', ' Chinese']",Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,NO
R7609,25 Shades Of Maggi,L008,"['Fast Food', ' Beverages']",Invalid,300,['Delivery Only'],NO,NO
R7610,The Atrium Cafe,L085,"['Cafe', ' Beverages']",Invalid,200,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Smoking Area', 'Desserts and Bakes', 'Free Wifi']",YES,NO
R7611,Tn 22 Parotta N Rolls,L034,['Rolls'],Invalid,200,"['Breakfast', 'Delivery Only']",NO,NO
R7612,Yellow Bell Foods,L005,"['Fast Food', ' Street Food', ' Beverages']",Invalid,300,"['Home Delivery', 'Standing Tables', 'Outdoor Seating']",YES,NO
R7613,Hot And Spicy,L049,"['Sandwich', ' Burger', ' Pizza', ' Fast Food', ' Beverages']",Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,NO
R7614,Nalapagam Restaurant,L017,"['South Indian', ' Chinese']",Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,NO
R7615,FOOD 365,L044,"['Fast Food', ' Chinese']",Invalid,250,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,NO
R7616,Prasad Food,L061,"['Street Food', ' Fast Food']",Invalid,200,"['Home Delivery', 'Indoor Seating']",YES,NO
R7617,Golden Fries,L049,['Fast Food'],Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,NO
R7618,Gulabs,L018,"['Rajasthani', ' Gujarati']",Invalid,250,"['Home Delivery', 'Vegetarian Only']",NO,NO
R7619,Anandhi Idly Kadai-Mahalakshmi Nagar,L050,['South Indian'],Invalid,300,['Outdoor Seating'],YES,NO
R7620,Box Out,L075,"['North Indian', ' Chettinad', ' Chinese']",Invalid,500,['Delivery Only'],NO,NO
R7621,Royal Foods,L034,"['Street Food', ' Fast Food']",Invalid,250,['Delivery Only'],NO,NO
R7622,Thapa Tasty Momos,L067,['Momos'],Invalid,100,"['Takeaway Only', 'Standing Tables']",YES,NO
R7623,Chills And Hots,L031,"['Chinese', ' Fast Food']",Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,NO
R7624,Spicy Bites,L005,['Fast Food'],Invalid,200,['Delivery Only'],NO,NO
R7625,Hotel Sri Vembu Bhavan,L044,"['South Indian', ' Mithai', ' Street Food']",Invalid,200,"['Home Delivery', 'Indoor Seating']",YES,NO
R7626,Shawarma Kings,L050,"['Lebanese', ' Momos', ' Chinese']",Invalid,200,['Delivery Only'],NO,NO
R7627,Tasty Pizza,L010,"['Pizza', ' Fast Food']",Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,NO
R7628,Madurai Sri Muniyandi Villas,L067,"['Chettinad', ' South Indian']",Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,NO
R7629,Eat Center,L003,"['Fast Food', ' Beverages']",Invalid,200,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,NO
R7630,Lemontree,L018,"['Beverages', ' Fast Food']",Invalid,150,['Indoor Seating'],YES,NO
R7631,Pasta Bar,L038,"['Italian', ' Fast Food']",Invalid,550,['Delivery Only'],NO,NO
R7632,"Syed Restaurant Taste Of Six Mu,thabak & Briyani",L268,"['Biryani', ' Chinese', ' Mughlai']",Invalid,200,"['Home Delivery', 'Indoor Seating']",YES,NO
R7633,Shree Chakraa Caterers,L044,['South Indian'],Invalid,150,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,NO
R7634,Pazhaya Soru,L057,['South Indian'],Invalid,100,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']",YES,NO
R7635,Mumbai Chatwala,L011,"['Fast Food', ' Sandwich', ' Street Food', ' Beverages']",Invalid,150,"['Home Delivery', 'Indoor Seating']",YES,YES
R7636,SRV  Foodys,L077,['Street Food'],Invalid,150,['Delivery Only'],NO,NO
R7637,Fen Breeze,L089,"['Chettinad', ' Chinese', ' North Indian', ' South Indian']",Invalid,250,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,NO
R7638,The Sidedish,L268,"['South Indian', ' Biryani', ' Fast Food']",Invalid,200,['Delivery Only'],NO,NO
R7639,American Chat,L008,"['Fast Food', ' Street Food']",Invalid,200,['Home Delivery'],NO,NO
R7640,Madurai Thangam Chettinad Mess,L268,"['Seafood', ' South Indian', ' North Indian', ' Chinese', ' Beverages']",Invalid,200,"['Home Delivery', 'Indoor Seating']",YES,NO
R7641,Mishra Pan Shop,L042,['Paan'],Invalid,100,['Home Delivery'],NO,NO
R7642,Moobell,L004,"['Ice Cream', ' Mithai']",Invalid,200,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R7643,The Combos,L023,"['Chinese', ' Biryani']",Invalid,400,['Delivery Only'],NO,NO
R7644,Foodies Bay,L050,['Sandwich'],Invalid,150,"['Breakfast', 'Delivery Only']",NO,NO
R7645,Food On Wheels By Intercontinental,L130,"['North Indian', ' Asian', ' Thai']",Invalid,500,['Delivery Only'],NO,NO
R7646,Chef Kitchen,L050,"['Chinese', ' North Indian', ' Seafood']",Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,NO
R7647,1 Foot Fries,L006,['Fast Food'],Invalid,300,['Delivery Only'],NO,NO
R7648,Hyderabad House,L008,['Biryani'],Invalid,300,['Delivery Only'],NO,NO
R7649,Hotel Rahman,L088,['South Indian'],Invalid,300,['Delivery Only'],NO,NO
R7650,Star Nite,L009,"['Fast Food', ' Chinese', ' North Indian']",Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,NO
R7651,Bharat Restaurant,L096,"['North Indian', ' Chinese', ' South Indian']",Invalid,400,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,NO
R7652,Food 23,L006,"['North Indian', ' Rolls', ' Biryani']",Invalid,400,['Takeaway Only'],NO,NO
R7653,S2 Hotel,L050,['South Indian'],Invalid,200,"['Home Delivery', 'Indoor Seating']",YES,NO
R7654,A1 Bhai Veetu Biryani,L059,['Biryani'],Invalid,200,"['Home Delivery', 'Indoor Seating']",YES,NO
R7655,Ck's Bakery,L056,"['Bakery', ' Desserts', ' Fast Food', ' Sandwich']",Invalid,400,"['Delivery Only', 'Desserts and Bakes']",NO,NO
R7656,Super Cool Drinks,L067,"['Juices', ' Beverages', ' Ice Cream']",Invalid,200,"['Takeaway Only', 'Standing Tables']",YES,NO
R7657,72's Pasta And Tacos,L037,['Fast Food'],Invalid,200,['Delivery Only'],NO,NO
R7658,Spice of India,L031,"['Chinese', ' North Indian']",Invalid,1500,"['Full Bar Available', 'Table booking for Groups', 'Serves Jain Food', 'Buffet', 'Indoor Seating']",YES,NO
R7659,Tee Bhitha Aatho Shop,L007,['Burmese'],Invalid,200,['Home Delivery'],NO,NO
R7660,Thickshake Cafe,L008,['Beverages'],Invalid,350,['Delivery Only'],NO,NO
R7661,Kaapiyum,L099,['Beverages'],Invalid,150,['Home Delivery'],NO,NO
R7662,Jessica's Kitchen,L017,['South Indian'],Invalid,200,"['Breakfast', 'Home Delivery']",NO,NO
R7663,Brod Bakery,L066,"['Bakery', ' Desserts']",Invalid,100,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R7664,Vaitamin Cafe,L096,"['Sandwich', ' Desserts', ' Beverages']",Invalid,200,"['Home Delivery', 'Indoor Seating']",YES,NO
R7665,Briyani Kadai,L063,['Biryani'],Invalid,300,"['Home Delivery', 'Outdoor Seating']",YES,NO
R7666,Susa's Shawarma,L003,"['Lebanese', ' Fast Food']",Invalid,300,['Outdoor Seating'],YES,NO
R7667,Its Wings Kitchen,L065,"['Fast Food', ' Chinese']",Invalid,450,['Indoor Seating'],YES,NO
R7668,Gazebo Kebabs,L005,"['Kebab', ' North Indian', ' Fast Food']",Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,YES
R7669,The Lake Tree,L033,"['Italian', ' Mexican']",Invalid,300,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Indoor Seating']",YES,NO
R7670,Juice In Juice,L011,"['Beverages', ' Juices', ' Sandwich']",Invalid,150,"['Breakfast', 'Delivery Only']",NO,NO
R7671,Nila Choru,L067,"['North Indian', ' Chinese']",Invalid,300,['Home Delivery'],NO,NO
R7672,Say Cheezza,L268,['Pizza'],Invalid,350,"['Home Delivery', 'Indoor Seating']",YES,NO
R7673,Ck's Bakery,L050,"['Bakery', ' Desserts', ' Fast Food']",Invalid,350,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R7674,Akshaya Sweets & Bakery,L050,"['Mithai', ' Bakery', ' Street Food']",Invalid,200,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']",YES,NO
R7675,Madras Sandwich,L033,"['Sandwich', ' Fast Food']",Invalid,100,"['Home Delivery', 'Indoor Seating']",YES,NO
R7676,Hideaway Cloud Kitchen,L042,"['North Indian', ' Sandwich', ' Fast Food', ' Beverages', ' Continental', ' Desserts']",Invalid,300,['Delivery Only'],NO,NO
R7677,Grillz & Kebabs By Raaz,L268,"['Tamil', ' North Indian', ' Chinese', ' Kebab', ' Seafood']",Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,NO
R7678,Li La Mithai,L036,['Mithai'],Invalid,200,"['Takeaway Only', 'Vegetarian Only', 'Desserts and Bakes']",YES,NO
R7679,Nanpan Hotel,L072,"['Chinese', ' South Indian']",Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,NO
R7680,Chennai Snacks,L268,"['Beverages', ' Fast Food']",Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,NO
R7681,R.S. Hotel And Fast Food,L044,"['North Indian', ' Chinese']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,NO
R7682,Hotel Sri Annapoorani Bhawan,L109,"['South Indian', ' Chinese']",Invalid,200,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,NO
R7683,Mumbai Special Barbeque,L089,"['North Indian', ' Rolls', ' Biryani', ' Maharashtrian']",Invalid,500,['Indoor Seating'],YES,NO
R7684,Snack Box,L037,"['Chinese', ' North Indian']",Invalid,200,"['Home Delivery', 'Outdoor Seating']",YES,NO
R7685,Alagapuri,L049,"['Chinese', ' Biryani']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,NO
R7686,Hotel Vasanth Vihaar,L076,"['South Indian', ' North Indian', ' Fast Food']",Invalid,350,"['Home Delivery', 'Indoor Seating']",YES,NO
R7687,Riyaz Briyani,L007,"['Biryani', ' Chinese', ' South Indian']",Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,NO
R7688,Bakers World,L010,"['Bakery', ' Fast Food']",Invalid,400,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R7689,Idly Kadai,L268,['South Indian'],Invalid,400,['Delivery Only'],NO,NO
R7690,Aathesh Fresh Juice,L028,"['Juices', ' Beverages', ' Sandwich']",Invalid,200,['Home Delivery'],NO,NO
R7691,Kovai Amutham Veg Restaurant,L268,['South Indian'],Invalid,200,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,NO
R7692,Saiatchara Hot Chips and Snacks,L050,['Street Food'],Invalid,200,['Indoor Seating'],YES,NO
R7693,Prabhas Home Made Food,L268,"['Biryani', ' South Indian']",Invalid,350,['Home Delivery'],NO,NO
R7694,Sandwich Central,L008,['Sandwich'],Invalid,100,['Delivery Only'],NO,NO
R7695,The Chinese Factory,L005,['Chinese'],Invalid,400,['Delivery Only'],NO,NO
R7696,Iyers Classic Food,L037,"['South Indian', ' North Indian', ' Chinese']",Invalid,200,"['Breakfast', 'Indoor Seating']",YES,NO
R7697,Suvai Juice Shop,L268,['Beverages'],Invalid,100,"['Home Delivery', 'Indoor Seating']",YES,YES
R7698,Le Intermission Barbecue,L131,"['BBQ', ' Continental']",Invalid,600,"['Home Delivery', 'Indoor Seating']",YES,NO
R7699,Dosa Karan,L037,['South Indian'],Invalid,150,"['Breakfast', 'Delivery Only']",NO,NO
R7700,Quality Kitchen,L065,"['Lebanese', ' Street Food', ' South Indian']",Invalid,250,['Delivery Only'],NO,NO
R7701,Hot Dog Park,L005,['Fast Food'],Invalid,150,"['Home Delivery', 'Indoor Seating']",YES,NO
R7702,Tawa Wala Foods,L010,"['Chinese', ' Fast Food', ' North Indian', ' Street Food']",Invalid,250,"['Home Delivery', 'Standing Tables']",NO,NO
R7703,Juice@49,L045,"['Beverages', ' Juices']",Invalid,100,"['Home Delivery', 'Indoor Seating']",YES,NO
R7704,IT Cafe,L075,"['South Indian', ' Chinese']",Invalid,500,"['Breakfast', 'Home Delivery', 'Standing Tables', 'Outdoor Seating', 'Indoor Seating']",YES,NO
R7705,Wawa Roll Corner,L050,['Fast Food'],Invalid,200,['Delivery Only'],NO,YES
R7706,Aaryaas Sweets Bakery,L268,"['Bakery', ' Mithai', ' Fast Food']",Invalid,300,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R7707,Kuzhambu Kadai,L042,['Chettinad'],Invalid,200,['Takeaway Only'],YES,NO
R7708,Delicious Destination,L005,"['Chinese', ' North Indian', ' Chettinad', ' Biryani']",Invalid,500,['Home Delivery'],NO,NO
R7709,Sugary Treat,L096,"['Fast Food', ' Desserts', ' Bakery', ' Beverages']",Invalid,200,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",YES,YES
R7710,Nathi Hot Puffs & Bakery,L101,['Bakery'],Invalid,150,"['Takeaway Only', 'Desserts and Bakes']",YES,NO
R7711,Mumbai Kulfi,L027,"['Ice Cream', ' Desserts']",Invalid,150,"['Indoor Seating', 'Desserts and Bakes']",YES,NO
R7712,Venki's Burger Spot,L089,"['Fast Food', ' Beverages']",Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,NO
R7713,Skanda Vilas,L067,"['South Indian', ' Chinese', ' Chettinad']",Invalid,450,"['Breakfast', 'Home Delivery']",NO,NO
R7714,Madurai Kari Dossaii,L006,['South Indian'],Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,NO
R7715,Fish Factory,L034,"['Seafood', ' Chinese', ' North Indian']",Invalid,500,"['Breakfast', 'Delivery Only']",NO,NO
R7716,Madras To Kottayam,L040,['Kerala'],Invalid,300,['Indoor Seating'],YES,NO
R7717,Hotel Varsha,L017,['South Indian'],Invalid,300,['Delivery Only'],NO,NO
R7718,Hotel Faizan's,L008,['North Indian'],Invalid,300,['Indoor Seating'],YES,NO
R7719,Fresh Fried Chicken,L032,['Fast Food'],Invalid,450,"['Home Delivery', 'Free Parking', 'Indoor Seating']",YES,NO
R7720,The Big Brothers,L080,['South Indian'],Invalid,250,['Takeaway Only'],YES,NO
R7721,Kerala Hot Chips And Snacks,L016,"['Street Food', ' Mithai']",Invalid,200,"['Breakfast', 'Takeaway Only', 'Desserts and Bakes']",YES,NO
R7722,Maggy O Maggy,L038,['Fast Food'],Invalid,200,['Delivery Only'],NO,NO
R7723,Cooling Biz,L037,['Beverages'],Invalid,200,['Delivery Only'],NO,NO
R7724,Red Dragon,L097,['Chinese'],Invalid,600,"['Home Delivery', 'Indoor Seating']",YES,NO
R7725,Scoopz N Shakez,L050,"['Fast Food', ' Ice Cream', ' Beverages']",Invalid,300,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R7726,Zaica Ta-am,L036,"['Chinese', ' Rolls', ' Sandwich']",Invalid,200,"['Home Delivery', 'Standing Tables']",NO,NO
R7727,Hotel Kavithaas,L033,"['Biryani', ' Chinese']",Invalid,300,"['Home Delivery', 'Standing Tables', 'Indoor Seating']",YES,NO
R7728,Ya Fry Ya,L085,['Fast Food'],Invalid,200,"['Breakfast', 'Delivery Only']",NO,NO
R7729,Shakes N Sliders,L026,"['Beverages', ' Fast Food', ' Juices']",Invalid,300,['Delivery Only'],NO,NO
R7730,Hotel Kings Park,L068,"['South Indian', ' Chinese', ' Biryani']",Invalid,250,['Delivery Only'],NO,NO
R7731,Jus Kebabs,L038,['Kebab'],Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,NO
R7732,Harini Foods,L076,"['Juices', ' Beverages']",Invalid,100,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,NO
R7733,Insuvai Unavu,L065,"['South Indian', ' Chinese']",Invalid,400,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,NO
R7734,Lemon Tree,L109,"['Beverages', ' Juices']",Invalid,200,['Indoor Seating'],YES,NO
R7735,Juice Street,L076,"['Beverages', ' Juices']",Invalid,100,['Home Delivery'],NO,NO
R7736,New Hyderabad biriyani,L050,['Biryani'],Invalid,500,['Indoor Seating'],YES,NO
R7737,Sri Ramachandra Lunch Home,L090,['South Indian'],Invalid,200,"['Home Delivery', 'Indoor Seating']",YES,NO
R7738,Candys Eaters Stop,L121,"['Chinese', ' Fast Food', ' Street Food', ' Beverages']",Invalid,350,"['Home Delivery', 'Indoor Seating']",YES,NO
R7739,Waran's Snacks & Chill,L010,"['Fast Food', ' Beverages']",Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,NO
R7740,Sri Kesari Fast Food,L065,"['North Indian', ' Chinese']",Invalid,200,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,NO
R7741,South Indian King Of Meat,L035,"['Chinese', ' North Indian', ' South Indian']",Invalid,300,['Delivery Only'],NO,NO
R7742,Madurai Pandiyan Hotel,L076,"['South Indian', ' Chinese', ' Fast Food']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,NO
R7743,Burma Square,L005,"['Chinese', ' Burmese']",Invalid,200,['Home Delivery'],NO,YES
R7744,Hotel Raksha Thirumani,L101,['South Indian'],Invalid,200,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']",YES,NO
R7745,Sri Ragavendra Bhavan,L027,['South Indian'],Invalid,250,"['Breakfast', 'Indoor Seating']",YES,NO
R7746,Atcharaa's Variety Idly Dosa's,L050,['South Indian'],Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,NO
R7747,Nawab Basha Kalesha,L186,"['North Indian', ' Chinese', ' Fast Food']",Invalid,350,['Home Delivery'],NO,NO
R7748,Sangam Cinemas,L011,"['Fast Food', ' Beverages']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,NO
R7749,Tidbit,L037,"['Chinese', ' Mexican']",Invalid,150,['Home Delivery'],NO,NO
R7750,Madras Chaat Corner,L004,"['Fast Food', ' Ice Cream']",Invalid,150,['Home Delivery'],NO,NO
R7751,Parivattam,L186,"['South Indian', ' Chettinad', ' Chinese', ' North Indian']",Invalid,600,"['Home Delivery', 'Indoor Seating']",YES,NO
R7752,Nonveg Homemade,L079,['Biryani'],Invalid,400,['Delivery Only'],NO,NO
R7753,Tea2Go,L003,"['Tea', ' Street Food']",Invalid,200,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,NO
R7754,Hotel Jubilee,L076,"['Kerala', ' North Indian']",Invalid,500,['Delivery Only'],NO,NO
R7755,Madras Bhavan,L029,['North Indian'],Invalid,200,"['Breakfast', 'Delivery Only']",NO,NO
R7756,Lakshmi Narashima Andra Fast Food,L019,['Fast Food'],Invalid,100,['Outdoor Seating'],YES,NO
R7757,5 Star Kitchen,L029,"['Biryani', ' South Indian']",Invalid,500,['Delivery Only'],NO,YES
R7758,Sri Raghavendra Bhavan,L010,"['South Indian', ' North Indian']",Invalid,300,['Indoor Seating'],YES,NO
R7759,The Diet Fast Food,L042,"['Chinese', ' Biryani', ' South Indian']",Invalid,300,"['Home Delivery', 'Standing Tables', 'Indoor Seating']",YES,NO
R7760,Palamudhirsolai Cool Drinks,L029,"['Beverages', ' Juices']",Invalid,100,['Home Delivery'],NO,NO
R7761,Hotel Azad,L032,"['Biryani', ' Chettinad']",Invalid,300,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,NO
R7762,The Three Bears Cafe,L010,"['Cafe', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Indoor Seating']",NO,NO
R7763,Madurai Original Muniyandi Vilas,L028,"['South Indian', ' Chettinad']",Invalid,300,['Indoor Seating'],YES,NO
R7764,Shakespeer,L005,"['Beverages', ' Fast Food', ' Cafe']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,NO
R7765,Shri Ramanaas Bakery & Sweets,L096,"['Bakery', ' Desserts']",Invalid,150,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R7766,Tea Talk,L030,"['Beverages', ' Fast Food']",Invalid,100,"['Home Delivery', 'Indoor Seating']",YES,NO
R7767,Iyer Mess,L037,"['South Indian', ' North Indian', ' Street Food']",Invalid,300,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,NO
R7768,Fresh Juice Bar,L017,"['Beverages', ' Fast Food']",Invalid,250,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",YES,NO
R7769,High on Juice,L268,"['Juices', ' Beverages']",Invalid,200,"['Home Delivery', 'Standing Tables']",NO,NO
R7770,Kalyana Biryani & Fast Food,L109,"['Biryani', ' Chinese']",Invalid,200,['Indoor Seating'],YES,NO
R7771,YOLO Foods,L010,"['Ice Cream', ' Sandwich', ' Fast Food', ' Beverages']",Invalid,300,"['Breakfast', 'Indoor Seating', 'Desserts and Bakes']",NO,NO
R7772,"Juices & Shakes, St Foodies",L049,"['Ice Cream', ' Beverages']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,YES
R7773,JP Jayam Fast Food,L080,"['South Indian', ' North Indian']",Invalid,200,['Indoor Seating'],YES,NO
R7774,Hunger's House,L008,"['South Indian', ' Biryani']",Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,NO
R7775,Thirunelveli Sri Lakshmi Vilas Sweets & Savouries,L101,"['Bakery', ' Mithai']",Invalid,200,"['Takeaway Only', 'Desserts and Bakes']",YES,NO
R7776,Al Azeez,L004,"['North Indian', ' Chinese']",Invalid,500,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Live Music']",YES,NO
R7777,Saappaadu Koodai,L003,['South Indian'],Invalid,150,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,NO
R7778,Rocky Bhai BBiriyani,L038,"['Biryani', ' Chinese']",Invalid,400,['Delivery Only'],NO,NO
R7779,Saravana Sweets and Bakery,L065,['Mithai'],Invalid,200,"['Vegetarian Only', 'Desserts and Bakes']",YES,NO
R7780,Chicken O Chicken,L110,['Fast Food'],Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,NO
R7781,Madurai Meenakshi Mess,L003,['South Indian'],Invalid,150,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,NO
R7782,Juice Magic,L090,"['Juices', ' Fast Food']",Invalid,150,"['Home Delivery', 'Indoor Seating']",YES,YES
R7783,Shan Formula Biryani,L071,"['Street Food', ' Chinese', ' Biryani']",Invalid,500,"['Home Delivery', 'Catering Available']",NO,NO
R7784,Chennai Donnai Biryani House,L028,"['South Indian', ' Chettinad', ' Biryani', ' Chinese']",Invalid,350,['Indoor Seating'],YES,NO
R7785,Shri Padmavati Mess,L009,['South Indian'],Invalid,200,['Indoor Seating'],YES,NO
R7786,Thanco's Natural Icecream,L037,"['Ice Cream', ' Beverages']",Invalid,150,"['Indoor Seating', 'Desserts and Bakes']",YES,NO
R7787,Mummy Fast Food,L060,"['Biryani', ' Chinese']",Invalid,250,['Indoor Seating'],YES,NO
R7788,Karaikudi Raja Tea Stall,L033,"['Tea', ' Fast Food']",Invalid,150,['Indoor Seating'],YES,NO
R7789,Malgudi Biryani Bazaar,L018,"['Andhra', ' Biryani']",Invalid,500,['Takeaway Only'],YES,NO
R7790,Omg Shawarmas,L044,['Lebanese'],Invalid,300,['Home Delivery'],NO,YES
R7791,Soul Tree Multicuisine Restaurant,L042,"['Arabian', ' Chinese']",Invalid,400,['Delivery Only'],NO,NO
R7792,Chatt Wala,L268,['Street Food'],Invalid,200,['Delivery Only'],NO,NO
R7793,A1 Fast Food & Hotel,L101,"['Chinese', ' South Indian']",Invalid,200,"['Breakfast', 'Indoor Seating']",YES,NO
R7794,Ice Cream Zone-Dairy Day,L088,"['Ice Cream', ' Desserts']",Invalid,200,"['Delivery Only', 'Desserts and Bakes']",NO,NO
R7795,Spice House,L033,"['Burger', ' Pizza', ' Fast Food', ' Desserts']",Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,NO
R7796,Cheesy Juicy Burgers Xpress,L096,"['Burger', ' Fast Food']",Invalid,400,['Home Delivery'],NO,NO
R7797,Nithya Hotel,L081,"['Biryani', ' Chinese', ' South Indian']",Invalid,250,"['Breakfast', 'Free Parking', 'Indoor Seating']",YES,NO
R7798,Karthick Tiffin Center & Fast Food,L101,"['Chinese', ' South Indian']",Invalid,200,"['Breakfast', 'Indoor Seating']",YES,NO
R7799,I Bakes,L036,['Bakery'],Invalid,150,"['Home Delivery', 'Desserts and Bakes']",NO,NO
R7800,Arusuvai Athirasam,L018,['South Indian'],Invalid,200,"['Takeaway Only', 'Vegetarian Only']",YES,NO
