Restaurant_id,Dining_Rating,Dining_Rating_Count,Delivery_Rating,Delivery_Rating_Count,Location_id
R6907,,Not enough Dining Reviews,,,L071
R6908,,Not enough Dining Reviews,,,L045
R6909,,,,,L108
R6910,,Not enough Dining Reviews,,,L017
R6911,,Not enough Dining Reviews,,,L025
R6912,,Not enough Dining Reviews,,,L029
R6913,,Not enough Dining Reviews,,,L037
R6914,,,4,132,L031
R6915,,Not enough Dining Reviews,3.8,26,L268
R6916,,Not enough Dining Reviews,,,L037
R6917,,Not enough Dining Reviews,,,L076
R6918,,Not enough Dining Reviews,,,L130
R6919,,Not enough Dining Reviews,,,L050
R6920,,Not enough Dining Reviews,,,L060
R6921,,Not enough Dining Reviews,,,L256
R6922,,,3.6,36,L050
R6923,,,,,L027
R6924,,Not enough Dining Reviews,,,L130
R6925,,Not enough Dining Reviews,,,L010
R6926,,Not enough Dining Reviews,,,L160
R6927,,Not enough Dining Reviews,,,L060
R6928,,Not enough Dining Reviews,,,L072
R6929,,Not enough Dining Reviews,,,L177
R6930,,Not enough Dining Reviews,,,L035
R6931,,,3.1,77,L036
R6932,,Not enough Dining Reviews,3.8,104,L031
R6933,,Not enough Dining Reviews,,,L130
R6934,,Not enough Dining Reviews,,,L081
R6935,,Not enough Dining Reviews,,,L054
R6936,,Not enough Dining Reviews,,,L052
R6937,,,,,L007
R6938,,,3.9,60,L031
R6939,,Not enough Dining Reviews,3.9,47,L051
R6940,,,,,L078
R6941,,Not enough Dining Reviews,,,L067
R6942,,Not enough Dining Reviews,,,L220
R6943,,Not enough Dining Reviews,3.4,100,L026
R6944,,,,,L089
R6945,,,,,L268
R6946,,Not enough Dining Reviews,,,L117
R6947,,Not enough Dining Reviews,,,L101
R6948,,Not enough Dining Reviews,,,L028
R6949,,Not enough Dining Reviews,,,L076
R6950,,,3.4,28,L036
R6951,,Not enough Dining Reviews,3.7,48,L050
R6952,,Not enough Dining Reviews,3.8,16,L005
R6953,,Not enough Dining Reviews,,,L001
R6954,,Not enough Dining Reviews,,,L024
R6955,,Not enough Dining Reviews,,,L029
R6956,,Not enough Dining Reviews,,,L036
R6957,,Not enough Dining Reviews,,,L022
R6958,,,3.8,22,L044
R6959,,,,,L010
R6960,,Not enough Dining Reviews,,,L073
R6961,,Not enough Dining Reviews,,,L090
R6962,,Not enough Dining Reviews,,,L027
R6963,,Not enough Dining Reviews,2.8,16,L074
R6964,,Not enough Dining Reviews,3.8,85,L009
R6965,,Not enough Dining Reviews,,,L076
R6966,,Not enough Dining Reviews,,,L025
R6967,,Not enough Dining Reviews,,,L018
R6968,,Not enough Dining Reviews,3.9,36,L018
R6969,,Not enough Dining Reviews,,,L003
R6970,,,3.6,55,L008
R6971,,Not enough Dining Reviews,,,L033
R6972,,Not enough Dining Reviews,,,L048
R6973,,,3.4,23,L018
R6974,,Not enough Dining Reviews,,,L019
R6975,,Not enough Dining Reviews,,,L037
R6976,,Not enough Dining Reviews,,,L054
R6977,,Not enough Dining Reviews,,,L040
R6978,,Not enough Dining Reviews,,,L020
R6979,,Not enough Dining Reviews,,,L053
R6980,,,,,L018
R6981,,Not enough Dining Reviews,3.9,22,L050
R6982,,Not enough Dining Reviews,,,L109
R6983,,Not enough Dining Reviews,,,L049
R6984,,Not enough Dining Reviews,,,L054
R6985,,Not enough Dining Reviews,,,L035
R6986,,Not enough Dining Reviews,,,L058
R6987,,,,,L025
R6988,,,,,L033
R6989,,Not enough Dining Reviews,,,L021
R6990,,Not enough Dining Reviews,,,L053
R6991,,Not enough Dining Reviews,,,L119
R6992,,Not enough Dining Reviews,,,L018
R6993,,Not enough Dining Reviews,,,L096
R6994,,Not enough Dining Reviews,3.2,32,L096
R6995,,,,,L008
R6996,,,,,L033
R6997,,,,,L014
R6998,,Not enough Dining Reviews,,,L121
R6999,,,,,L075
R7000,,Not enough Dining Reviews,3.9,21,L053
R7001,,Not enough Dining Reviews,,,L047
R7002,,Not enough Dining Reviews,,,L076
R7003,,,,,L089
R7004,,Not enough Dining Reviews,,,L037
R7005,,,3.9,33,L134
R7006,,Not enough Dining Reviews,,,L050
R7007,,,,,L005
R7008,,,3.9,18,L105
R7009,,Not enough Dining Reviews,,,L024
R7010,,Not enough Dining Reviews,,,L085
R7011,,Not enough Dining Reviews,,,L027
R7012,,Not enough Dining Reviews,,,L021
R7013,,Not enough Dining Reviews,,,L010
R7014,,,,,L076
R7015,,,,,L025
R7016,,Not enough Dining Reviews,,,L065
R7017,,Not enough Dining Reviews,,,L112
R7018,,Not enough Dining Reviews,,,L075
R7019,,Not enough Dining Reviews,3.4,21,L049
R7020,,Not enough Dining Reviews,,,L025
R7021,,,,,L044
R7022,,Not enough Dining Reviews,,,L022
R7023,,,3.9,28,L032
R7024,,Not enough Dining Reviews,,,L079
R7025,,Not enough Dining Reviews,,,L096
R7026,,Not enough Dining Reviews,,,L003
R7027,,Not enough Dining Reviews,,,L002
R7028,,,,,L061
R7029,,Not enough Dining Reviews,,,L071
R7030,,,,,L044
R7031,,,,,L079
R7032,,Not enough Dining Reviews,,,L073
R7033,,,,,L030
R7034,,Not enough Dining Reviews,,,L253
R7035,,,,,L022
R7036,,,,,L005
R7037,,Not enough Dining Reviews,,,L112
R7038,,Not enough Dining Reviews,,,L042
R7039,,Not enough Dining Reviews,,,L042
R7040,,Not enough Dining Reviews,,,L010
R7041,,Not enough Dining Reviews,,,L052
R7042,,Not enough Dining Reviews,,,L073
R7043,,,,,L010
R7044,,,,,L051
R7045,,,,,L050
R7046,,Not enough Dining Reviews,,,L090
R7047,,Not enough Dining Reviews,,,L009
R7048,,,,,L042
R7049,,,,,L121
R7050,,,,,L013
R7051,,Not enough Dining Reviews,,,L027
R7052,,Not enough Dining Reviews,,,L037
R7053,,Not enough Dining Reviews,,,L268
R7054,,Not enough Dining Reviews,,,L010
R7055,,Not enough Dining Reviews,,,L019
R7056,,Not enough Dining Reviews,,,L113
R7057,,Not enough Dining Reviews,,,L005
R7058,,Not enough Dining Reviews,,,L004
R7059,,Not enough Dining Reviews,,,L018
R7060,,Not enough Dining Reviews,,,L038
R7061,,Not enough Dining Reviews,,,L031
R7062,,Not enough Dining Reviews,,,L004
R7063,,Not enough Dining Reviews,3.6,45,L006
R7064,,Not enough Dining Reviews,3.9,38,L010
R7065,,Not enough Dining Reviews,,,L079
R7066,,Not enough Dining Reviews,,,L057
R7067,,Not enough Dining Reviews,,,L037
R7068,,Not enough Dining Reviews,,,L050
R7069,,Not enough Dining Reviews,,,L059
R7070,,Not enough Dining Reviews,,,L002
R7071,,Not enough Dining Reviews,,,L004
R7072,,Not enough Dining Reviews,,,L005
R7073,,Not enough Dining Reviews,,,L010
R7074,,Not enough Dining Reviews,,,L057
R7075,,,,,L035
R7076,,Not enough Dining Reviews,,,L097
R7077,,,,,L010
R7078,,,,,L001
R7079,,Not enough Dining Reviews,,,L069
R7080,,,,,L042
R7081,,Not enough Dining Reviews,,,L075
R7082,,,,,L056
R7083,,Not enough Dining Reviews,,,L028
R7084,,Not enough Dining Reviews,,,L067
R7085,,Not enough Dining Reviews,,,L021
R7086,,Not enough Dining Reviews,,,L044
R7087,,Not enough Dining Reviews,,,L044
R7088,,Not enough Dining Reviews,,,L013
R7089,,Not enough Dining Reviews,,,L053
R7090,,Not enough Dining Reviews,,,L051
R7091,,Not enough Dining Reviews,,,L032
R7092,,Not enough Dining Reviews,,,L042
R7093,,,,,L070
R7094,,,,,L040
R7095,,Not enough Dining Reviews,,,L042
R7096,,Not enough Dining Reviews,,,L051
R7097,,Not enough Dining Reviews,,,L037
R7098,,Not enough Dining Reviews,,,L071
R7099,,Not enough Dining Reviews,,,L051
R7100,,Not enough Dining Reviews,,,L022
R7101,,Not enough Dining Reviews,,,L051
R7102,,Not enough Dining Reviews,,,L010
R7103,,Not enough Dining Reviews,,,L017
R7104,,Not enough Dining Reviews,,,L028
R7105,,Not enough Dining Reviews,,,L019
R7106,,Not enough Dining Reviews,,,L071
R7107,,Not enough Dining Reviews,,,L025
R7108,,Not enough Dining Reviews,,,L018
R7109,,,,,L053
R7110,,Not enough Dining Reviews,,,L033
R7111,,Not enough Dining Reviews,,,L013
R7112,,,3.7,17,L108
R7113,,Not enough Dining Reviews,,,L006
R7114,,Not enough Dining Reviews,,,L032
R7115,,,,,L036
R7116,,,,,L023
R7117,,Not enough Dining Reviews,,,L017
R7118,,Not enough Dining Reviews,,,L047
R7119,,,,,L006
R7120,,Not enough Dining Reviews,,,L010
R7121,,Not enough Dining Reviews,,,L029
R7122,,,,,L017
R7123,,Not enough Dining Reviews,,,L053
R7124,,Not enough Dining Reviews,,,L097
R7125,,,,,L011
R7126,,Not enough Dining Reviews,,,L066
R7127,,Not enough Dining Reviews,,,L010
R7128,,,,,L067
R7129,,Not enough Dining Reviews,,,L268
R7130,,Not enough Dining Reviews,,,L029
R7131,,Not enough Dining Reviews,,,L033
R7132,,Not enough Dining Reviews,,,L010
R7133,,,,,L033
R7134,,,3.5,26,L012
R7135,,Not enough Dining Reviews,,,L037
R7136,,,,,L029
R7137,,,,,L019
R7138,,,,,L042
R7139,,Not enough Dining Reviews,,,L069
R7140,,,,,L040
R7141,,Not enough Dining Reviews,,,L004
R7142,,,,,L033
R7143,,,,,L011
R7144,,Not enough Dining Reviews,,,L101
R7145,,,3,49,L035
R7146,,Not enough Dining Reviews,,,L081
R7147,,,,,L032
R7148,,Not enough Dining Reviews,,,L096
R7149,,Not enough Dining Reviews,,,L029
R7150,,Not enough Dining Reviews,,,L010
R7151,,Not enough Dining Reviews,,,L247
R7152,,Not enough Dining Reviews,,,L260
R7153,,Not enough Dining Reviews,,,L023
R7154,,Not enough Dining Reviews,,,L019
R7155,,Not enough Dining Reviews,,,L019
R7156,,Not enough Dining Reviews,,,L127
R7157,,Not enough Dining Reviews,,,L065
R7158,,,,,L268
R7159,,Not enough Dining Reviews,,,L119
R7160,,,,,L004
R7161,,Not enough Dining Reviews,,,L033
R7162,,Not enough Dining Reviews,,,L053
R7163,,Not enough Dining Reviews,,,L051
R7164,,Not enough Dining Reviews,,,L008
R7165,,Not enough Dining Reviews,,,L010
R7166,,Not enough Dining Reviews,,,L036
R7167,,Not enough Dining Reviews,,,L004
R7168,,,,,L055
R7169,,,,,L037
R7170,,Not enough Dining Reviews,,,L017
R7171,,Not enough Dining Reviews,,,L096
R7172,,,,,L067
R7173,,,,,L018
R7174,,,,,L040
R7175,,,,,L052
R7176,,,3.5,21,L019
R7177,,Not enough Dining Reviews,,,L088
R7178,,Not enough Dining Reviews,,,L061
R7179,,,,,L001
R7180,,,,,L080
R7181,,Not enough Dining Reviews,,,L067
R7182,,,3.7,19,L019
R7183,,Not enough Dining Reviews,,,L009
R7184,,Not enough Dining Reviews,3.6,104,L010
R7185,,Not enough Dining Reviews,3,12,L044
R7186,,,,,L096
R7187,,,,,L050
R7188,,Not enough Dining Reviews,,,L028
R7189,,Not enough Dining Reviews,,,L268
R7190,,Not enough Dining Reviews,,,L036
R7191,,,,,L080
R7192,,,,,L121
R7193,,,3.7,78,L004
R7194,,Not enough Dining Reviews,,,L080
R7195,,Not enough Dining Reviews,,,L220
R7196,,,,,L001
R7197,,,,,L101
R7198,,Not enough Dining Reviews,,,L007
R7199,,Not enough Dining Reviews,,,L096
R7200,,Not enough Dining Reviews,,,L268
R7201,,Not enough Dining Reviews,,,L044
R7202,,Not enough Dining Reviews,,,L010
R7203,,Not enough Dining Reviews,,,L051
R7204,,Not enough Dining Reviews,,,L073
R7205,,Not enough Dining Reviews,3.7,20,L050
R7206,,,,,L108
R7207,,Not enough Dining Reviews,,,L021
R7208,,Not enough Dining Reviews,,,L070
R7209,,,,,L040
R7210,,Not enough Dining Reviews,,,L004
R7211,,Not enough Dining Reviews,,,L075
R7212,,,,,L052
R7213,,Not enough Dining Reviews,3.9,26,L008
R7214,,,,,L021
R7215,,,,,L054
R7216,,Not enough Dining Reviews,,,L119
R7217,,,3.9,54,L005
R7218,,Not enough Dining Reviews,,,L057
R7219,,Not enough Dining Reviews,,,L096
R7220,,Not enough Dining Reviews,,,L053
R7221,,,,,L035
R7222,,Not enough Dining Reviews,,,L027
R7223,,,,,L019
R7224,,,,,L146
R7225,,,2.8,20,L008
R7226,,Not enough Dining Reviews,3.6,30,L027
R7227,,,,,L037
R7228,,Not enough Dining Reviews,,,L268
R7229,,,,,L057
R7230,,Not enough Dining Reviews,,,L037
R7231,,Not enough Dining Reviews,,,L003
R7232,,Not enough Dining Reviews,,,L067
R7233,,,,,L040
R7234,,,3.9,19,L016
R7235,,Not enough Dining Reviews,,,L119
R7236,,Not enough Dining Reviews,,,L071
R7237,,Not enough Dining Reviews,,,L017
R7238,,,,,L032
R7239,,,3.5,51,L018
R7240,,,,,L050
R7241,,Not enough Dining Reviews,,,L028
R7242,,Not enough Dining Reviews,,,L007
R7243,,Not enough Dining Reviews,,,L025
R7244,,,,,L056
R7245,,Not enough Dining Reviews,,,L034
R7246,,Not enough Dining Reviews,,,L005
R7247,,Not enough Dining Reviews,,,L036
R7248,,Not enough Dining Reviews,,,L044
R7249,,,,,L050
R7250,,Not enough Dining Reviews,,,L010
R7251,,Not enough Dining Reviews,,,L075
R7252,,,,,L012
R7253,,,,,L026
R7254,,Not enough Dining Reviews,,,L077
R7255,,,,,L077
R7256,,Not enough Dining Reviews,,,L067
R7257,,Not enough Dining Reviews,3.5,19,L119
R7258,,Not enough Dining Reviews,,,L085
R7259,,,,,L016
R7260,,Not enough Dining Reviews,,,L078
R7261,,,,,L042
R7262,,,,,L019
R7263,,,,,L005
R7264,,Not enough Dining Reviews,3.6,85,L075
R7265,,Not enough Dining Reviews,3.7,28,L081
R7266,,,3.1,34,L029
R7267,,Not enough Dining Reviews,,,L044
R7268,,Not enough Dining Reviews,,,L090
R7269,,Not enough Dining Reviews,,,L033
R7270,,Not enough Dining Reviews,,,L031
R7271,,Not enough Dining Reviews,,,L098
R7272,,,,,L050
R7273,,Not enough Dining Reviews,3.9,41,L034
R7274,,Not enough Dining Reviews,,,L008
R7275,,Not enough Dining Reviews,,,L075
R7276,,Not enough Dining Reviews,,,L089
R7277,,Not enough Dining Reviews,,,L028
R7278,,,,,L023
R7279,,Not enough Dining Reviews,,,L004
R7280,,Not enough Dining Reviews,,,L008
R7281,,Not enough Dining Reviews,,,L010
R7282,,Not enough Dining Reviews,,,L050
R7283,,Not enough Dining Reviews,,,L268
R7284,,Not enough Dining Reviews,,,L268
R7285,,Not enough Dining Reviews,,,L110
R7286,,Not enough Dining Reviews,,,L099
R7287,,,3.9,38,L037
R7288,,Not enough Dining Reviews,,,L134
R7289,,Not enough Dining Reviews,,,L052
R7290,,Not enough Dining Reviews,,,L033
R7291,,Not enough Dining Reviews,,,L101
R7292,,Not enough Dining Reviews,,,L005
R7293,,Not enough Dining Reviews,,,L105
R7294,,Not enough Dining Reviews,,,L051
R7295,,Not enough Dining Reviews,,,L009
R7296,,Not enough Dining Reviews,,,L004
R7297,,Not enough Dining Reviews,,,L042
R7298,,Not enough Dining Reviews,,,L008
R7299,,Not enough Dining Reviews,,,L061
R7300,,Not enough Dining Reviews,,,L019
R7301,,Not enough Dining Reviews,,,L001
R7302,,Not enough Dining Reviews,,,L060
R7303,,Not enough Dining Reviews,,,L022
R7304,,Not enough Dining Reviews,,,L036
R7305,,Not enough Dining Reviews,,,L030
R7306,,Not enough Dining Reviews,,,L051
R7307,,Not enough Dining Reviews,,,L052
R7308,,Not enough Dining Reviews,,,L090
R7309,,Not enough Dining Reviews,,,L053
R7310,,Not enough Dining Reviews,,,L112
R7311,,Not enough Dining Reviews,,,L049
R7312,,Not enough Dining Reviews,,,L017
R7313,,Not enough Dining Reviews,,,L078
R7314,,,,,L001
R7315,,Not enough Dining Reviews,,,L105
R7316,,Not enough Dining Reviews,,,L035
R7317,,,,,L036
R7318,,Not enough Dining Reviews,,,L085
R7319,,Not enough Dining Reviews,,,L109
R7320,,Not enough Dining Reviews,,,L067
R7321,,Not enough Dining Reviews,,,L076
R7322,,Not enough Dining Reviews,,,L044
R7323,,Not enough Dining Reviews,,,L109
R7324,,,,,L036
R7325,,,,,L024
R7326,,Not enough Dining Reviews,,,L177
R7327,,Not enough Dining Reviews,,,L031
R7328,,Not enough Dining Reviews,,,L230
R7329,,Not enough Dining Reviews,,,L019
R7330,,Not enough Dining Reviews,,,L017
R7331,,Not enough Dining Reviews,,,L017
R7332,,Not enough Dining Reviews,,,L001
R7333,,,,,L053
R7334,,,3.9,33,L096
R7335,,Not enough Dining Reviews,,,L089
R7336,,,,,L080
R7337,,Not enough Dining Reviews,,,L107
R7338,,,,,L010
R7339,,Not enough Dining Reviews,,,L052
R7340,,Not enough Dining Reviews,,,L016
R7341,,,,,L030
R7342,,Not enough Dining Reviews,,,L038
R7343,,Not enough Dining Reviews,,,L110
R7344,,Not enough Dining Reviews,,,L038
R7345,,,2.9,27,L001
R7346,,,,,L027
R7347,,Not enough Dining Reviews,,,L151
R7348,,Not enough Dining Reviews,3.8,96,L053
R7349,,Not enough Dining Reviews,,,L036
R7350,,Not enough Dining Reviews,4.1,150,L096
R7351,,,3.7,32,L037
R7352,,Not enough Dining Reviews,,,L008
R7353,,Not enough Dining Reviews,3.3,77,L008
R7354,,Not enough Dining Reviews,,,L067
R7355,,Not enough Dining Reviews,,,L117
R7356,,Not enough Dining Reviews,,,L027
R7357,,Not enough Dining Reviews,,,L080
R7358,,Not enough Dining Reviews,,,L010
R7359,,Not enough Dining Reviews,,,L049
R7360,,,,,L042
R7361,,Not enough Dining Reviews,,,L044
R7362,,Not enough Dining Reviews,,,L004
R7363,,Not enough Dining Reviews,,,L268
R7364,,Not enough Dining Reviews,,,L110
R7365,,,,,L038
R7366,,Not enough Dining Reviews,,,L007
R7367,,Not enough Dining Reviews,,,L004
R7368,,Not enough Dining Reviews,,,L030
R7369,,,,,L005
R7370,,Not enough Dining Reviews,,,L033
R7371,,,,,L026
R7372,,Not enough Dining Reviews,,,L049
R7373,,,,,L096
R7374,,,,,L045
R7375,,Not enough Dining Reviews,,,L053
R7376,,Not enough Dining Reviews,,,L101
R7377,,Not enough Dining Reviews,,,L025
R7378,,,,,L268
R7379,,Not enough Dining Reviews,,,L030
R7380,,,,,L089
R7381,,Not enough Dining Reviews,,,L075
R7382,,Not enough Dining Reviews,,,L067
R7383,,Not enough Dining Reviews,,,L053
R7384,,Not enough Dining Reviews,,,L079
R7385,,,,,L096
R7386,,,,,L054
R7387,,Not enough Dining Reviews,,,L011
R7388,,Not enough Dining Reviews,,,L026
R7389,,Not enough Dining Reviews,,,L262
R7390,,Not enough Dining Reviews,,,L051
R7391,,Not enough Dining Reviews,,,L090
R7392,,Not enough Dining Reviews,,,L017
R7393,,Not enough Dining Reviews,,,L029
R7394,,Not enough Dining Reviews,,,L096
R7395,,Not enough Dining Reviews,,,L096
R7396,,Not enough Dining Reviews,,,L101
R7397,,Not enough Dining Reviews,,,L037
R7398,,Not enough Dining Reviews,,,L268
R7399,,Not enough Dining Reviews,,,L006
R7400,,Not enough Dining Reviews,3.4,29,L067
R7401,,Not enough Dining Reviews,,,L019
R7402,,,,,L268
R7403,,Not enough Dining Reviews,,,L039
R7404,,Not enough Dining Reviews,,,L044
R7405,,Not enough Dining Reviews,,,L060
R7406,,Not enough Dining Reviews,,,L061
R7407,,Not enough Dining Reviews,,,L025
R7408,,,,,L054
R7409,,Not enough Dining Reviews,,,L022
R7410,,Not enough Dining Reviews,,,L001
R7411,,Not enough Dining Reviews,,,L096
R7412,,Not enough Dining Reviews,,,L036
R7413,,Not enough Dining Reviews,,,L007
R7414,,Not enough Dining Reviews,,,L008
R7415,,Not enough Dining Reviews,,,L053
R7416,,Not enough Dining Reviews,3.1,20,L053
R7417,,,,,L090
R7418,,Not enough Dining Reviews,3.8,63,L080
R7419,,Not enough Dining Reviews,,,L010
R7420,,Not enough Dining Reviews,,,L010
R7421,,Not enough Dining Reviews,,,L057
R7422,,Not enough Dining Reviews,,,L090
R7423,,,,,L268
R7424,,Not enough Dining Reviews,,,L028
R7425,,Not enough Dining Reviews,,,L096
R7426,,Not enough Dining Reviews,,,L054
R7427,,Not enough Dining Reviews,,,L050
R7428,,Not enough Dining Reviews,,,L026
R7429,,Not enough Dining Reviews,,,L018
R7430,,Not enough Dining Reviews,,,L051
R7431,,Not enough Dining Reviews,,,L053
R7432,,Not enough Dining Reviews,,,L033
R7433,,Not enough Dining Reviews,,,L096
R7434,,,,,L075
R7435,,Not enough Dining Reviews,,,L268
R7436,,Not enough Dining Reviews,,,L069
R7437,,,,,L091
R7438,,Not enough Dining Reviews,,,L117
R7439,,Not enough Dining Reviews,,,L007
R7440,,,,,L119
R7441,,,,,L268
R7442,,Not enough Dining Reviews,,,L007
R7443,,Not enough Dining Reviews,,,L005
R7444,,,,,L010
R7445,,Not enough Dining Reviews,,,L071
R7446,,Not enough Dining Reviews,,,L049
R7447,,Not enough Dining Reviews,,,L032
R7448,,Not enough Dining Reviews,,,L024
R7449,,Not enough Dining Reviews,,,L029
R7450,,Not enough Dining Reviews,,,L023
R7451,,Not enough Dining Reviews,,,L033
R7452,,Not enough Dining Reviews,,,L010
R7453,,Not enough Dining Reviews,,,L071
R7454,,Not enough Dining Reviews,,,L037
R7455,,,,,L013
R7456,,Not enough Dining Reviews,,,L057
R7457,,,,,L119
R7458,,Not enough Dining Reviews,,,L057
R7459,,Not enough Dining Reviews,,,L049
R7460,,Not enough Dining Reviews,,,L005
R7461,,Not enough Dining Reviews,,,L005
R7462,,Not enough Dining Reviews,,,L051
R7463,,Not enough Dining Reviews,,,L057
R7464,,Not enough Dining Reviews,,,L068
R7465,,,,,L077
R7466,,Not enough Dining Reviews,,,L042
R7467,,Not enough Dining Reviews,,,L028
R7468,,Not enough Dining Reviews,,,L087
R7469,,Not enough Dining Reviews,,,L013
R7470,,Not enough Dining Reviews,,,L096
R7471,,Not enough Dining Reviews,,,L021
R7472,,Not enough Dining Reviews,,,L076
R7473,,,,,L001
R7474,,Not enough Dining Reviews,,,L268
R7475,,Not enough Dining Reviews,,,L067
R7476,,Not enough Dining Reviews,,,L032
R7477,,Not enough Dining Reviews,,,L032
R7478,,Not enough Dining Reviews,,,L041
R7479,,Not enough Dining Reviews,,,L017
R7480,,,3.9,45,L108
R7481,,Not enough Dining Reviews,,,L033
R7482,,,,,L044
R7483,,Not enough Dining Reviews,,,L067
R7484,,,,,L053
R7485,,Not enough Dining Reviews,,,L005
R7486,,Not enough Dining Reviews,,,L049
R7487,,Not enough Dining Reviews,,,L005
R7488,,,,,L010
R7489,,Not enough Dining Reviews,,,L073
R7490,,,,,L005
R7491,,Not enough Dining Reviews,,,L036
R7492,,Not enough Dining Reviews,,,L049
R7493,,Not enough Dining Reviews,,,L096
R7494,,Not enough Dining Reviews,,,L061
R7495,,Not enough Dining Reviews,,,L071
R7496,,Not enough Dining Reviews,,,L101
R7497,,Not enough Dining Reviews,,,L004
R7498,,Not enough Dining Reviews,,,L008
R7499,,,,,L004
R7500,,Not enough Dining Reviews,,,L010
R7501,,,,,L042
R7502,,Not enough Dining Reviews,,,L053
R7503,,Not enough Dining Reviews,,,L077
R7504,,Not enough Dining Reviews,,,L010
R7505,,Not enough Dining Reviews,,,L026
R7506,,Not enough Dining Reviews,,,L009
R7507,,Not enough Dining Reviews,,,L008
R7508,,Not enough Dining Reviews,,,L063
R7509,,Not enough Dining Reviews,,,L053
R7510,,Not enough Dining Reviews,,,L077
R7511,,Not enough Dining Reviews,,,L068
R7512,,Not enough Dining Reviews,,,L005
R7513,,,,,L099
R7514,,,,,L089
R7515,,,,,L090
R7516,,Not enough Dining Reviews,,,L053
R7517,,Not enough Dining Reviews,,,L044
R7518,,Not enough Dining Reviews,,,L051
R7519,,,,,L059
R7520,,Not enough Dining Reviews,,,L011
R7521,,Not enough Dining Reviews,,,L008
R7522,,Not enough Dining Reviews,,,L060
R7523,,Not enough Dining Reviews,,,L052
R7524,,Not enough Dining Reviews,,,L037
R7525,,Not enough Dining Reviews,,,L022
R7526,,Not enough Dining Reviews,,,L067
R7527,,Not enough Dining Reviews,,,L050
R7528,,,,,L268
R7529,,Not enough Dining Reviews,,,L001
R7530,,Not enough Dining Reviews,,,L036
R7531,,Not enough Dining Reviews,,,L065
R7532,,Not enough Dining Reviews,,,L044
R7533,,,,,L037
R7534,,Not enough Dining Reviews,,,L037
R7535,,Not enough Dining Reviews,,,L044
R7536,,Not enough Dining Reviews,,,L096
R7537,,Not enough Dining Reviews,,,L044
R7538,,Not enough Dining Reviews,,,L010
R7539,,Not enough Dining Reviews,,,L117
R7540,,Not enough Dining Reviews,,,L030
R7541,,Not enough Dining Reviews,,,L036
R7542,,Not enough Dining Reviews,,,L268
R7543,,Not enough Dining Reviews,,,L041
R7544,,,,,L042
R7545,,,,,L039
R7546,,,3.7,15,L013
R7547,,,,,L268
R7548,,,,,L037
R7549,,Not enough Dining Reviews,,,L119
R7550,,Not enough Dining Reviews,,,L083
R7551,,Not enough Dining Reviews,,,L027
R7552,,,,,L059
R7553,,Not enough Dining Reviews,,,L010
R7554,,Not enough Dining Reviews,,,L028
R7555,,Not enough Dining Reviews,,,L024
R7556,,Not enough Dining Reviews,,,L019
R7557,,,,,L022
R7558,,,,,L035
R7559,,,,,L005
R7560,,,,,L027
R7561,,,,,L005
R7562,,,,,L036
R7563,,Not enough Dining Reviews,,,L067
R7564,,,,,L008
R7565,,,,,L035
R7566,,,,,L050
R7567,,,,,L079
R7568,,Not enough Dining Reviews,3.9,20,L054
R7569,,Not enough Dining Reviews,,,L075
R7570,,Not enough Dining Reviews,,,L076
R7571,,,,,L092
R7572,,Not enough Dining Reviews,,,L075
R7573,,,,,L068
R7574,,,,,L025
R7575,,Not enough Dining Reviews,,,L010
R7576,,Not enough Dining Reviews,,,L010
R7577,,Not enough Dining Reviews,,,L081
R7578,,Not enough Dining Reviews,,,L027
R7579,,Not enough Dining Reviews,,,L101
R7580,,,,,L037
R7581,,,,,L051
R7582,,Not enough Dining Reviews,,,L017
R7583,,Not enough Dining Reviews,,,L017
R7584,,,,,L004
R7585,,,,,L012
R7586,,Not enough Dining Reviews,,,L091
R7587,,,,,L035
R7588,,Not enough Dining Reviews,3.7,52,L060
R7589,,Not enough Dining Reviews,,,L076
R7590,,,,,L096
R7591,,,,,L019
R7592,,,,,L075
R7593,,,,,L063
R7594,,,,,L036
R7595,,,,,L019
R7596,,Not enough Dining Reviews,,,L096
R7597,,,,,L024
R7598,,Not enough Dining Reviews,,,L076
R7599,,Not enough Dining Reviews,,,L068
R7600,,,,,L071
R7601,,,,,L268
R7602,,,,,L018
R7603,,,,,L035
R7604,,Not enough Dining Reviews,,,L033
R7605,,,,,L033
R7606,,Not enough Dining Reviews,,,L008
R7607,,Not enough Dining Reviews,,,L042
R7608,,Not enough Dining Reviews,,,L068
R7609,,,,,L008
R7610,,Not enough Dining Reviews,,,L085
R7611,,,,,L034
R7612,,Not enough Dining Reviews,,,L005
R7613,,Not enough Dining Reviews,,,L049
R7614,,Not enough Dining Reviews,,,L017
R7615,,Not enough Dining Reviews,,,L044
R7616,,Not enough Dining Reviews,,,L061
R7617,,Not enough Dining Reviews,,,L049
R7618,,,,,L018
R7619,,Not enough Dining Reviews,,,L050
R7620,,,,,L075
R7621,,,,,L034
R7622,,Not enough Dining Reviews,,,L067
R7623,,Not enough Dining Reviews,,,L031
R7624,,,,,L005
R7625,,Not enough Dining Reviews,,,L044
R7626,,,,,L050
R7627,,Not enough Dining Reviews,,,L010
R7628,,Not enough Dining Reviews,,,L067
R7629,,Not enough Dining Reviews,,,L003
R7630,,Not enough Dining Reviews,,,L018
R7631,,,,,L038
R7632,,Not enough Dining Reviews,,,L268
R7633,,Not enough Dining Reviews,,,L044
